Index,ImageURL
21,https://media.istockphoto.com/id/507898083/photo/people-at-the-cinema.jpg?s=612x612&w=0&k=20&c=MjTF4MiQkGZUi0a5YgfGcR3UncLPTirrtyi5UIDQU14=
22,https://media.gettyimages.com/id/1849211977/photo/kyiv-ukraine-viewers-watch-the-documentary-crimean-caravan-by-ainur-koskina-at-the-lyra-movie.jpg?s=612x612&w=gi&k=20&c=m_ZmVblFvtf2u7pIGa-AenZy2yIMvt4rhbA3GDnllMk=
23,https://c8.alamy.com/comp/2H281M7/young-people-watching-movie-in-cinema-theatre-2H281M7.jpg
24,https://c8.alamy.com/comp/2H281M7/young-people-watching-movie-in-cinema-theatre-2H281M7.jpg
25,https://st3.depositphotos.com/1177973/18033/i/1600/depositphotos_180338414-stock-photo-young-people-watching-movie-cinema.jpg
26,https://media.istockphoto.com/id/1799049077/photo/young-couple-laughing-while-watching-comedy-movie-in-cinema.jpg?s=612x612&w=0&k=20&c=eNloAaL-nwMsKYCXF2bfBHNZzloHWIlWCSrgJjV4BAw=
27,https://c8.alamy.com/comp/P728MC/people-standing-in-a-line-outside-of-a-movie-theater-waiting-to-get-in-P728MC.jpg
28,https://thumbs.dreamstime.com/z/people-3d-movie-theater-24812883.jpg
29,https://media.gettyimages.com/id/1458636703/photo/people-watching-at-the-cinema.jpg?s=612x612&w=gi&k=20&c=S_anYUYs2PJ2tuUxug_ovrn5T2JKR9WIlS7xPy-jUSU=
30,https://media.istockphoto.com/id/1281543294/photo/african-american-couple-on-a-date-watching-a-movie-at-the-cinema.jpg?s=612x612&w=0&k=20&c=ioNTpmklUODL84GgjLecyNgNJodn7YuayrYY83zccuQ=
31,https://thumbs.dreamstime.com/b/cinema-empty-screen-audience-blurred-people-silhouettes-watching-movie-performance-copy-space-people-cinema-auditorium-140187349.jpg
32,https://c8.alamy.com/comp/EGPKE3/young-people-watching-a-movie-at-the-cinema-EGPKE3.jpg
33,https://media.gettyimages.com/id/148000901/photo/people-watching-a-movie-at-a-theater.jpg?s=612x612&w=gi&k=20&c=Yok5eugcAMbEgbZtizrsg0PKO3INaRsf7NfUU6rvnNk=
34,https://filmsupply-files.s3.amazonaws.com/fs/files/production/clip_th/1938421/2-h.484.DkXtuyw9tQSLBXB9qSge78Ll7NSUHHGhn4zHKNAF.jpg
35,https://images.pexels.com/photos/7234265/pexels-photo-7234265.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
36,https://i.pinimg.com/736x/0d/e5/e7/0de5e788079691ce0ee2ca1682bb8944.jpg
37,https://as2.ftcdn.net/jpg/03/76/52/01/1000_F_376520100_Ks193I9tgvCWw3kO7918c5lgq3q3oEty.jpg
38,https://c8.alamy.com/comp/BH3B94/paris-france-people-at-the-movies-outside-cinema-theater-gaumont-champs-BH3B94.jpg
39,https://st2.depositphotos.com/29490188/44383/i/450/depositphotos_443837740-stock-photo-stylish-young-woman-in-3d.jpg
40,https://previews.123rf.com/images/deklofenak/deklofenak1104/deklofenak110400129/9405192-attractive-people-are-watching-movies-in-cinema.jpg
41,https://media.gettyimages.com/id/1399612789/photo/shocked-woman-watching-movie-at-theater.jpg?s=612x612&w=gi&k=20&c=m8jijkSQk2OGnpJqZi-NY4B9gDjI0ab5A3zS_Ffj_pU=
42,https://media.istockphoto.com/id/453554783/photo/empty-cinema-screen-with-audience.jpg?s=612x612&w=0&k=20&c=SbWVl54ZsqfxRblUeVfL7Zhk58WQRedJsCrssr1qJj0=
43,https://c8.alamy.com/comp/2WJ5WAK/popcorn-and-drinking-glass-a-companion-item-of-people-for-watching-movies-in-the-cinema-2WJ5WAK.jpg
44,https://image1.masterfile.com/getImage/NjkzLTA2MDE3MjIwZW4uMDAwMDAwMDA=AKjV3B/693-06017220en_Masterfile.jpg
45,https://thumbs.dreamstime.com/b/cinema-19461029.jpg
46,https://c8.alamy.com/comp/A7DRMA/paris-france-large-crowd-teens-waiting-outside-movie-theater-marquee-A7DRMA.jpg
47,https://previews.123rf.com/images/pitinan/pitinan2002/pitinan200200232/140341127-people-audience-watching-movie-in-the-movie-theater-cinema-group-recreation-activity-and.jpg
48,https://previews.123rf.com/images/pitinan/pitinan2002/pitinan200200232/140341127-people-audience-watching-movie-in-the-movie-theater-cinema-group-recreation-activity-and.jpg
49,https://static1.bigstockphoto.com/4/0/4/large1500/404478383.jpg
